LON,LAT,NUMBER,STREET,UNIT,CITY,DISTRICT,REGION,POSTCODE,ID,HASH
-83.9364944,42.0157826,130,BURT ST,,,,,,,6db602a3beca6634
-83.9344945,42.0162379,209,BURT ST,,,,,,,cb1f841800ec9fac
-83.9363966,42.0157726,132,BURT ST,,,,,,,b2868b893f3e71eb
-83.9342738,42.0162285,211,BURT ST,,,,,,,ed03a55da5582de1
-83.9521066,42.0163474,725,N UNION ST,,,,,,,4f782476e86414dc
-83.9340621,42.0155288,210,BURT ST,,,,,,,71ca71026e8c5d04
-83.9584428,42.0157354,707,SPRING ST,,,,,,,a0f296ddcec8ad75
-83.9340531,42.016219,213,BURT ST,,,,,,,321fbba0089cc59b
-83.9362139,42.0157562,134,BURT ST,,,,,,,3f75da1ab73c602e
-83.9284839,42.0161452,703,DERBY DR,,,,,,,a0224e35d7399b43
-83.9557941,42.0158065,715,TERNES RD,,,,,,,84948e7ba7d56fcd
-83.9338323,42.0162098,215,BURT ST,,,,,,,95907d6671739af9
-83.9361175,42.0157471,136,BURT ST,,,,,,,bd5ba94f418bdc11
-83.9335988,42.0161993,217,BURT ST,,,,,,,7f49a4a8dade2cac
-83.933379,42.0161893,217,BURT ST,,,,,,,81f5c625d0d03747
-83.9343894,42.0099084,,MILL & STANDISH PON,,,,,,,c6b78529df2b63aa
-83.9331353,42.0161797,219,BURT ST,,,,,,,eedaf2046e6bcd00
-83.9328417,42.0161672,221,BURT ST,,,,,,,5ab8044dc1e9c20f
-83.9538109,42.0157908,710,SENECA ST,,,,,,,eea38bfd0025056f
-83.9325486,42.0161543,223,BURT ST,,,,,,,144b488225ad696e
-83.9320246,42.0147597,,BURT ST,,,,,,,a3b63c61296061bf
-83.935956,42.0162336,197,BURT ST,,,,,,,a457467567fd11e9
-83.9506247,42.0156327,700,N UNION ST,,,,,,,c8390efd3135f2bd
-83.9322397,42.0161352,225,BURT ST,,,,,,,ca5be150492f7d7d
-83.9517307,42.0156792,709,N UNION ST,,,,,,,c77326e07385b5c2
-83.9311065,42.0162238,702,CLARK ST,,,,,,,b1bfa653533cf9e6
-83.9255294,42.016134,799,WOODSTOCK LN,,,,,,,5d49df7d122b3d11
-83.9280252,42.0154715,897,BURT ST,,,,,,,2cca101a85e41142
-83.9508888,42.016139,714,N UNION ST,,,,,,,ca5fb7ef4f8b4c41
-83.9545252,42.0157318,709,SENECA ST,,,,,,,1997bb7064f92ec2
-83.9277361,42.0160745,704,DERBY DR,,,,,,,2f90cbe1e9d3b99e
-83.9571153,42.0156991,707,BROOK ST,,,,,,,7632bf013cab5df3
-83.9467113,42.0159218,700,BISHOP REED DR,,,,,,,56fd0135e5dadbcc
-83.9550109,42.0157237,714,TERNES RD,,,,,,,9a044fa916bcad58
-83.9318833,42.0160891,227,BURT ST,,,,,,,95826c9100f46754
-83.957667,42.0156885,706,SPRING ST,,,,,,,85a3c53f5ef0e3d1
-83.9545419,42.016275,715,SENECA ST,,,,,,,819e5bb5a73211aa
-83.9523418,42.0156067,702,WENONAH ST,,,,,,,a0a8d2810ef9ccce
-83.952564,42.0161982,708,WENONAH ST,,,,,,,28b1bd77274fd0ce
-83.9557447,42.0162286,719,TERNES RD,,,,,,,ed924a69a59c2903
-83.9251214,42.0151755,917,BURT ST,,,,,,,e1de9df8e705150e
-83.9550277,42.0162669,720,TERNES RD,,,,,,,f619d7cb483d2ccd
-83.9255616,42.015186,915,BURT ST,,,,,,,7c4218c454bd0f93
-83.9560905,42.0161998,602,CONKLIN DR,,,,,,,6af310c7c6497cf5
-83.9301726,42.0152458,402,BURT ST,,,,,,,ecaab349cf206864
-83.9400648,42.0155742,614,N EVANS ST,,,,,,,7fdd2b03fe546af4
-83.9564392,42.0162183,604,CONKLIN DR,,,,,,,afbbd617a0b44212
-83.9533045,42.0162006,709,WENONAH ST,,,,,,,67624678d1d312c7
-83.9532208,42.0156255,703,WENONAH ST,,,,,,,a607fc082ae3264d
-83.9520129,42.0161802,721,N UNION ST,,,,,,,654c6bd7564b51c1
-83.9276406,42.0153574,899,BURT ST,,,,,,,cbcb97d2bba1cfe7
-83.9570694,42.0162088,700,CONKLIN DR,,,,,,,e72483d758444900
-83.955786,42.0156147,713,TERNES RD,,,,,,,9403aa538907590e
-83.9402796,42.0161069,618,N EVANS ST,,,,,,,de0e9f74bc873b4a
-83.9505357,42.0154639,630,N UNION ST,,,,,,,e7a9c1b7e6db8f13
-83.9574154,42.0161801,702,CONKLIN DR,,,,,,,162b4160cb78f69c
-83.9577639,42.0161984,704,CONKLIN DR,,,,,,,fd1426d45020aa56
-83.9538047,42.0156097,708,SENECA ST,,,,,,,b039748e3b43b244
-83.9516362,42.0155122,705,N UNION ST,,,,,,,ed45dee273aece8a
-83.9473923,42.0148811,700,BISHOP REED DR BLK,,,,,,,32249f029a6c0aab
-83.9545209,42.0155507,707,SENECA ST,,,,,,,a53ab213296f1ea1
-83.9262078,42.0156188,907,BURT ST,,,,,,,a5d2224081be2fb5
-83.9550066,42.0155427,712,TERNES RD,,,,,,,e5b87026f66b17c8
-83.9584644,42.0161266,800,CONKLIN DR,,,,,,,3beec1a8e4f15daf
-83.9563306,42.0154668,704,BROOK ST,,,,,,,c69e2b1bf81e5274
-83.9658591,42.0151911,701,N OCCIDENTAL RD,,,,,,,e569785c863a5efe
-83.9400311,42.0161004,104,BURT ST,,,,,,,cf2590cf4c50c0eb
-83.9589443,42.0158319,802,CONKLIN DR,,,,,,,0a2c6554ee248c44
-83.9571035,42.0154523,703,BROOK ST,,,,,,,fa93d784baa054de
-83.9600396,42.015125,700,CONKLIN DR BLK,,,,,,,38e5e45171dc44ef
-83.9576552,42.0154415,704,SPRING ST,,,,,,,fe0b4f3b3c4db99b
-83.9584275,42.015427,705,SPRING ST,,,,,,,b92603a1593fdbb9
-83.9266885,42.0155528,905,BURT ST,,,,,,,218e209af9317b36
-83.9504455,42.0152957,624,N UNION ST,,,,,,,86028c920fe5d03c
-83.9398199,42.0160933,106,BURT ST,,,,,,,4a633995e0d83077
-83.953221,42.0154256,701,WENONAH ST,,,,,,,9276c18a19d1f175
-83.9269662,42.0155831,903,BURT ST,,,,,,,2f5393b94d84f6ad
-83.9518995,42.0152978,401,SENECA ST,,,,,,,c40be2cff9e856bd
-83.9537986,42.0154162,706,SENECA ST,,,,,,,5ad581b8216f80f6
-83.9299056,42.0159068,401,BURT ST,,,,,,,03a0ae89d7b66cdc
-83.9521158,42.0152636,403,SENECA ST,,,,,,,3d69924db918e0ca
-83.9273002,42.0160212,704,DERBY DR,,,,,,,10e7e493d7eaf718
-83.9618864,42.0150915,1000,CONKLIN DR BLK,,,,,,,5d766ebd9104ef54
-83.9557771,42.0154226,711,TERNES RD,,,,,,,2f20a949377b7542
-83.9515361,42.0153277,703,N UNION ST,,,,,,,d7e736179b289dcb
-83.9395129,42.0157735,108,BURT ST,,,,,,,4a839fa14273da05
-83.9294587,42.0158744,403,BURT ST,,,,,,,95c66043b3ef3005
-83.9523365,42.0152412,405,SENECA ST,,,,,,,2a46e152212085b7
-83.9639294,42.0154902,100,N OCCIDENTAL RD,,,,,,,15abf73e515d9e70
-83.9416306,42.0150825,611,N EVANS ST,,,,,,,c97603be5b6db4b6
-83.9392121,42.0158027,112,BURT ST,,,,,,,06fe62b8bad9c9ca
-83.9401392,42.0153014,612,N EVANS ST,,,,,,,b6dd736db5024e1d
-83.929412,42.0150249,404,BURT ST,,,,,,,1d438e565434cdaa
-83.9525928,42.01524,407,SENECA ST,,,,,,,ced3a3c713bd5de2
-83.9538424,42.0161512,714,SENECA ST,,,,,,,47fcb1ca4572491a
-83.9388995,42.015812,114,BURT ST,,,,,,,008b5385a2594e54
-83.9545147,42.0153697,705,SENECA ST,,,,,,,49f799adf017e0cf
-83.9658426,42.0159828,700,N OCCIDENTAL RD BLK,,,,,,,18ead22730b6d99c
-83.9550005,42.0153616,710,TERNES RD,,,,,,,9f561450f30f899d
-83.9289913,42.0149232,406,BURT ST,,,,,,,912c53bd00f6d181
-83.9416613,42.015786,603,RED MILL DR,,,,,,,1500423f363bc317
-83.9312698,42.0160083,395,BURT ST,,,,,,,99c5513fb32be94b
-83.9469201,42.0146991,700,BISHOP REED DR,,,,,,,f1271e2766c77363
-83.950802,42.0159697,712,N UNION ST,,,,,,,7275daa4a25efb20
-83.9503536,42.0151278,620,N UNION ST,,,,,,,2711a88e7ea1596c
-83.9563204,42.01522,700,BROOK ST,,,,,,,25589488061bf2b8
-83.9254316,42.0159424,797,WOODSTOCK LN,,,,,,,674b56172ca48c54
-83.9309393,42.0159949,397,BURT ST,,,,,,,8b8ac4457ad4258f
-83.9531109,42.0151612,503,SENECA ST,,,,,,,5ad642db191bf567
-83.9384899,42.0157565,116,BURT ST,,,,,,,4fd01bb7d57a768d
-83.9557686,42.0152307,709,TERNES RD,,,,,,,662b7b234549c239
-83.9570908,42.0152056,701,BROOK ST,,,,,,,4451bde8af50b245
-83.9545357,42.0160939,713,SENECA ST,,,,,,,7a799f6880fb8239
-83.9534673,42.0151536,505,SENECA ST,,,,,,,93eecdb84aff3938
-83.9291074,42.015791,405,BURT ST,,,,,,,de308540b0c0a57a
-83.9588931,42.0146961,801,BROWN ST,,,,,,,283f5eba49d3ce54
-83.9524888,42.0160111,706,WENONAH ST,,,,,,,2fd5a1ff880cc283
-83.9550215,42.0160859,718,TERNES RD,,,,,,,5a3b1e003bcdddfb
-83.9538541,42.0151528,507,SENECA ST,,,,,,,fe6b1aca94e2370b
-83.951918,42.0160133,717,N UNION ST,,,,,,,db4841f05bd3e66e
-83.957642,42.0151948,700,SPRING ST,,,,,,,290d24bacc4bd2f0
-83.9285725,42.0148214,898,BURT ST,,,,,,,7dfcfceb738ce0b0
-83.9485811,42.0150402,605,BISHOP REED DR,,,,,,,551c29c273b5edc9
-83.9584148,42.0151802,701,SPRING ST,,,,,,,b9c607f55a09f418
-83.9545138,42.0151897,703,SENECA ST,,,,,,,5257fdf064b57da3
-83.9381609,42.0158339,118,BURT ST,,,,,,,2ac66437f1b62cfe
-83.953249,42.0160114,707,WENONAH ST,,,,,,,2f35c10d373bfe2a
-83.9549943,42.0151805,708,TERNES RD,,,,,,,df9e8aee23dcf7b3
-83.9260368,42.0149587,909,BURT ST,,,,,,,197c30d2552d7cb3
-83.9370674,42.0152796,124,BURT ST,,,,,,,ced9f0e2fc4e0590
-83.928676,42.0156865,407,BURT ST,,,,,,,5ca8ced44ccb6a7f
-83.9388999,42.0138774,100,WATER ST BLK,,,,,,,ec8c8a201d3f9408
-83.9557881,42.0159943,717,TERNES RD,,,,,,,20070b8aa5f3d187
-83.9403491,42.0150836,700,N EVANS ST BLK,,,,,,,64a5e7b070cf425a
-83.9277801,42.0157831,702,DERBY DR,,,,,,,ee44d9979fe7794f
-83.9502614,42.0149603,614,N UNION ST,,,,,,,8f010f69fb34e1ec
-83.9563671,42.0159551,708,BROOK ST,,,,,,,cab8f9d96a6141be
-83.9281284,42.0147128,900,BURT ST,,,,,,,e0e2eb5ad8a68fdb
-83.9538208,42.0159714,712,SENECA ST,,,,,,,49823c52e5189b3c
-83.946544,42.0144433,100,BROWN ST BLK,,,,,,,8bc53b94f4ec5bf7
-83.9571152,42.0159411,709,BROOK ST,,,,,,,b8d91d133b318e7b
-83.9557575,42.015025,707,TERNES RD,,,,,,,8bd2bbee1c4d4f46
-83.957692,42.0159299,708,SPRING ST,,,,,,,34ce1b4f1caca2b3
-83.9513277,42.0149558,623,N UNION ST,,,,,,,4ede13f976bd05ae
-83.9507143,42.0158012,706,N UNION ST,,,,,,,39b8e331f56be109
-83.954547,42.0149904,701,SENECA ST,,,,,,,3dadcc4a95d27c27
-83.956307,42.0149733,608,BROOK ST,,,,,,,4d19c559bdcc6ae8
-83.9253502,42.0157621,795,WOODSTOCK LN,,,,,,,e84895b63557a446
-83.9549881,42.0149995,706,TERNES RD,,,,,,,ba03bdc3d12403be
-83.9518241,42.0158462,713,N UNION ST,,,,,,,89c0aa339e14e5e4
-83.9545295,42.0159129,711,SENECA ST,,,,,,,bd7e43f455a4766c
-83.9275396,42.014546,900,BURT ST BLK,,,,,,,a46439cc0f2fbf26
-83.9570797,42.0149586,609,BROOK ST,,,,,,,2f85c0b91c8ca49e
-83.940058,42.0158272,616,N EVANS ST,,,,,,,93accefbb7845937
-83.9576318,42.0149479,608,SPRING ST,,,,,,,5491341ef7fbdc78
-83.9550153,42.0159048,716,TERNES RD,,,,,,,bf0650073b667a3a
-83.9524243,42.0158177,704,WENONAH ST,,,,,,,b7c43f587a5829fa
-83.9404836,42.0138783,700,N EVANS ST BLK,,,,,,,43f7fa34ef36e091
-83.9584027,42.0149334,607,SPRING ST,,,,,,,822c874df4da7095
-83.935818,42.0156073,200,BURT ST,,,,,,,07489d16c09aa121
-83.9368365,42.0158523,126,BURT ST,,,,,,,5750ad65959310f1
-83.9501708,42.0147926,610,N UNION ST,,,,,,,3cfc14d0ea5ed165
-83.9516274,42.0147437,400,SENECA ST,,,,,,,e69012a8f744ae5b
-83.9272785,42.0154593,901,BURT ST,,,,,,,c5579d03ffd88f06
-83.9354029,42.0156412,204,BURT ST,,,,,,,c3530bd8ea4bb0f1
-83.9658743,42.0145365,700,N OCCIDENTAL RD BLK,,,,,,,ba62414f39ba2de0
-83.9366998,42.0158378,128,BURT ST,,,,,,,a5e65183bb11dabe
-83.954499,42.0147254,512,SENECA ST,,,,,,,f541aee3e8375dd1
-83.9350137,42.0156105,206,BURT ST,,,,,,,6f75ef68b6034d76
-83.9519168,42.0147082,402,SENECA ST,,,,,,,92b5a4fd402a98e2
-83.9268069,42.0144663,906,BURT ST,,,,,,,73bb546134b07a16
-83.9532278,42.015819,705,WENONAH ST,,,,,,,29fd1a760e2bcd9f
-83.9512216,42.0147732,615,N UNION ST,,,,,,,783b59092e770700
-83.9259481,42.0147475,900,BURT ST BLK,,,,,,,2a709ccf880a0f3e
-83.9346123,42.0155758,208,BURT ST,,,,,,,fa12a4dc0d9c25ca
-83.9557465,42.0148057,705,TERNES RD,,,,,,,e0666fae7ee31627
-83.9521867,42.0147015,404,SENECA ST,,,,,,,922322c5d14f1365
-83.9549814,42.0147284,704,TERNES RD,,,,,,,399058db8fbb17bf
-83.9289503,42.008882,900,E CHICAGO BLVD BLK,,,,,,,b84a7fca749ec139
-83.9524297,42.0146904,406,SENECA ST,,,,,,,15a83e26cfcd531e
-83.952672,42.0146854,408,SENECA ST,,,,,,,9bcd181c47ed3bd4
-83.9529148,42.0146816,500,SENECA ST,,,,,,,1492db52bb954ec7
-83.9500776,42.0146254,606,N UNION ST,,,,,,,09f44aa1741b2a06
-83.9531577,42.0146778,502,SENECA ST,,,,,,,c70573bfb815e0a5
-83.9534006,42.0146741,504,SENECA ST,,,,,,,89faa69395faefb5
-83.9536434,42.01467,506,SENECA ST,,,,,,,c643c200035ba4ce
-83.9541887,42.0146275,510,SENECA ST,,,,,,,e14d3cc802e00fe2
-83.9399411,42.0072833,302,N MAUMEE ST,,,,,,,28e301f2f15da60d
-83.9491107,42.0076696,311,N MAIDEN LANE,,,,,,,1e055927f78d408f
-83.949751,42.0076576,312,N UNION ST,,,,,,,5b99cc127a16569c
-83.9546645,42.0048799,610,W LOGAN ST,,,,,,,e89c469d91104cba
-83.9658033,42.0073901,1303,W CHICAGO BLVD,,,,,,,0e53f338e5699257
-83.9423148,42.0049658,111,N ONEIDA ST,,,,,,,b01bb2560f8a627a
-83.9508277,42.0075721,313,N UNION ST,,,,,,,ebc8a794403a6af3
-83.9488584,42.0049843,113,N MAIDEN LANE,,,,,,,eff629c252a3cedb
-83.9621901,42.0070736,1007,W CHICAGO BLVD,,,,,,,be8f5edc5b56f24b
-83.9442696,42.0047513,100,N OTTAWA ST,,,,,,,437df2535d4cccd4
-83.9445794,42.0075098,306,N EVANS ST,,,,,,,f3a17dc20e599e9c
-83.9359448,42.0049059,108,N DIVISION ST,,,,,,,9c60c7e2032e446f
-83.9631565,42.0071721,1111,W CHICAGO BLVD,,,,,,,cdaa7262940c6908
-83.9396991,42.0049313,110,N MAUMEE ST,,,,,,,70aa326f3485dae4
-83.9465906,42.0074077,306,N PEARL ST,,,,,,,507721ecf9923ec7
-83.9466683,42.0075742,308,N PEARL ST,,,,,,,88119047a1ea0c12
-83.9448486,42.0049886,122,N EVANS ST,,,,,,,96e859e3d1b5cdca
-83.9638058,42.0071946,1207,W CHICAGO BLVD,,,,,,,1923754ef3852407
-83.9638141,42.0048948,1114,JANE ST,,,,,,,a0f5a7a7fc662730
-83.964505,42.0072686,106,N OCCIDENTAL RD,,,,,,,8c51145d05034b4c
-83.9433183,42.0049011,124,N OTTAWA ST,,,,,,,f295f37ffabe737b
-83.9474982,42.0075157,307,N PEARL ST,,,,,,,2966e5bd37bc0415
-83.9504514,42.0049461,113,N UNION ST,,,,,,,877e0cf7d37b1e30
-83.9643599,42.0048849,100,S OCCIDENTAL RD,,,,,,,ed9facb48c72870c
-83.9482396,42.0075035,308,N MAIDEN LANE,,,,,,,6d5ecf2ecc244a02
-83.9654778,42.0071618,1301,W CHICAGO BLVD,,,,,,,c30720aeb669567d
-83.9415549,42.0048614,110,N ONEIDA ST,,,,,,,19bb50d430b177af
-83.9491044,42.0074883,307,N MAIDEN LANE,,,,,,,44366b6902ce054a
-83.957428,42.0048405,801,W CHICAGO BLVD,,,,,,,e8abb4f608c867e2
-83.9497447,42.0074763,310,N UNION ST,,,,,,,6e6c39b62913ebc9
-83.9473425,42.0049041,111,N PEARL ST,,,,,,,9dd3b87fd3086f83
-83.9652408,42.0049038,101,S OCCIDENTAL RD,,,,,,,17129b3bb452a4a6
-83.9434617,42.0072326,203,E SHAWNEE ST,,,,,,,b0fbe88be1d4fe06
-83.9449293,42.0049129,120,N EVANS ST,,,,,,,ba590cc59e17e8e6
-83.9600724,42.0047132,905,SUNSET DR,,,,,,,e3bada9e64e2c7ba
-83.9430857,42.0073978,207,E SHAWNEE ST,,,,,,,8bec716cab8c91f2
-83.9428783,42.0072167,209,E SHAWNEE ST,,,,,,,486ac41263e0fffb
-83.9488733,42.0048026,111,N MAIDEN LANE,,,,,,,5596cfe6024989dd
-83.9423462,42.0072163,213,E SHAWNEE ST,,,,,,,e0af4e9adaf85bd4
-83.936725,42.0046081,519,E CHICAGO BLVD,,,,,,,40ccc383b07da538
-83.9426518,42.0072201,211,E SHAWNEE ST,,,,,,,094e64fef0f76586
-83.9388136,42.0045709,413,E CHICAGO BLVD,,,,,,,4562dfdd5c62bd65
-83.9444166,42.0071061,304,N EVANS ST,,,,,,,bd03507994a53010
-83.9370709,42.0046015,517,E CHICAGO BLVD,,,,,,,dc68e13cc3a0763c
-83.9473756,42.0073584,305,N PEARL ST,,,,,,,2de231145e6adf00
-83.9391619,42.0046267,411,E CHICAGO BLVD,,,,,,,bb91e1aff0a9998d
-83.9507942,42.0073255,309,N UNION ST,,,,,,,427088128f741ebd
-83.9428289,42.004558,205,E CHICAGO BLVD,,,,,,,e85876777d56514e
-83.9477452,42.0071483,207,W SHAWNEE ST,,,,,,,00a50ba93eb2c6b4
-83.9480012,42.0071436,209,W SHAWNEE ST,,,,,,,20daa8112a5f4c37
-83.9373432,42.0045963,511,E CHICAGO BLVD,,,,,,,22398da486fb5007
-83.9376099,42.0045912,509,E CHICAGO BLVD,,,,,,,29e2f66decaff755
-83.9483716,42.007318,304,N MAIDEN LANE,,,,,,,71ea716aa179efb6
-83.9394459,42.0045852,405,E CHICAGO BLVD,,,,,,,b85a4ab6b97cbb6f
-83.962147,42.0047967,1100,JANE ST,,,,,,,2843ee01d970a279
-83.9490248,42.007308,305,N MAIDEN LANE,,,,,,,6e29d155cb2321d2
-83.9493848,42.0071185,309,W SHAWNEE ST,,,,,,,8f0239b7870e2ae5
-83.9378841,42.0045861,507,E CHICAGO BLVD,,,,,,,fa9f5d73d3ddcdec
-83.9458746,42.0071308,100,W SHAWNEE ST BLK,,,,,,,fbddf503274f8d43
-83.9398102,42.0045782,102,N MAUMEE ST,,,,,,,08e26734f7197bf4
-83.9496442,42.0071137,311,W SHAWNEE ST,,,,,,,20c8e04f736549d7
-83.9499183,42.0071086,315,W SHAWNEE ST,,,,,,,603baa12917c56f3
-83.9381812,42.00458,501,E CHICAGO BLVD,,,,,,,271588fd5d9c05d1
-83.9515473,42.0047526,110,N VAN BUREN ST,,,,,,,cc41593d4fbe6fc7
-83.9465796,42.0070853,115,W SHAWNEE ST,,,,,,,c8a29be348f7dc67
-83.9624822,42.0047901,1102,JANE ST,,,,,,,4554469aff7887eb
-83.9244178,42.0070493,900,E CHICAGO BLVD BLK,,,,,,,a8cfa4c6771a9cac
-83.9249339,42.0056727,900,E CHICAGO BLVD,,,,,,,15b96d9a1b53e5a1
-83.935938,42.0047023,104,N DIVISION ST,,,,,,,72e72f5ab85307f7
-83.9627057,42.0047849,1106,JANE ST,,,,,,,ee7ea5f8b2263333
-83.9514997,42.0072299,308,N VAN BUREN ST,,,,,,,9b2dc64b4a52210c
-83.9504453,42.0047538,111,N UNION ST,,,,,,,a2eede3d96ec8e56
-83.926047,42.0061318,900,E CHICAGO BLVD BLK,,,,,,,428e0bd0f5b50c51
-83.9630191,42.004778,1108,JANE ST,,,,,,,b5b2c1e5fe263e78
-83.9525958,42.0071953,307,N VAN BUREN ST,,,,,,,bc974028ace00663
-83.9448887,42.004655,112,N EVANS ST,,,,,,,927ad32fd742acb5
-83.943073,42.007102,207,E SHAWNEE ST,,,,,,,190a019fc6d1c12e
-83.9634218,42.0047698,1112,JANE ST,,,,,,,e09be85fe8ac467d
-83.9473705,42.0072217,303,N PEARL ST,,,,,,,08da83be7d9909f5
-83.9594477,42.0047406,807,SUNSET DR,,,,,,,3882b9f3e4912f6b
-83.9534891,42.0069063,310,N DEMOCRATIC ST,,,,,,,3fcaa0f892085542
-83.9472437,42.0047355,109,N PEARL ST,,,,,,,80ca6a97a7aef995
-83.9689481,42.006947,1447,W CHICAGO BLVD,,,,,,,7775856b90865a21
-83.9677006,42.0093629,1408,WIND DANCER TRAIL,,,,,,,d0cbaf276ef7d466
-83.9532057,42.0047076,106,N DEMOCRATIC ST,,,,,,,379d903926df9318
-83.9546007,42.0070923,108,EVANS CREEK DR,,,,,,,0fee6f24eb7fb74f
-83.9597717,42.004679,901,SUNSET DR,,,,,,,e961eef01c6f5b3b
-83.9547968,42.006593,200,N DEMOCRATIC ST BLK,,,,,,,73781c74f8c458ec
-83.943312,42.0047297,122,N OTTAWA ST,,,,,,,794dfe6692bd507b
-83.9695473,42.0069347,1449,W CHICAGO BLVD,,,,,,,dea31b8e5b3aa99d
-83.967995,42.0093531,1501,WIND DANCER TRAIL,,,,,,,28281ac652349852
-83.9497327,42.0047385,110,N UNION ST,,,,,,,583bfd3c4386ebe1
-83.948241,42.0070467,211,W SHAWNEE ST,,,,,,,0639aa06103283ab
-83.9551845,42.0043957,701,W CHICAGO BLVD,,,,,,,8eb5666528c9607e
-83.9484839,42.0070425,215,W SHAWNEE ST,,,,,,,95d232698cde9ca3
-83.9491193,42.0044587,305,W CHICAGO BLVD,,,,,,,3d6a7997f12ecec5
-83.9488941,42.0070366,301,W SHAWNEE ST,,,,,,,bafe5896caa24fe2
-83.9683022,42.0093377,1503,WIND DANCER TRAIL,,,,,,,9494654d03e8bd3f
-83.9603569,42.0046172,907,SUNSET DR,,,,,,,a68031bfc9f57069
-83.9491388,42.0070321,305,W SHAWNEE ST,,,,,,,3677bc8d4751ecee
-83.9630722,42.0094202,503,CARRIAGE DR,,,,,,,d6ba4da1798661cf
-83.9507681,42.0070529,307,N UNION ST,,,,,,,63a7188957fb5acf
-83.9416935,42.0046418,108,N ONEIDA ST,,,,,,,39fbaf5b46275dd2
-83.9243842,42.0067771,900,E CHICAGO BLVD BLK,,,,,,,0fe8a6cb746b2bc1
-83.9521528,42.0046969,109,N VAN BUREN ST,,,,,,,fac91a6db25ef8cf
-83.9472717,42.0070199,301,N PEARL ST,,,,,,,4ab5af66465d9754
-83.9606522,42.0046117,909,SUNSET DR,,,,,,,d94339225f3df5b3
-83.9475145,42.0070154,205,W SHAWNEE ST,,,,,,,48f96116d5662dea
-83.9626739,42.0068744,1107,W CHICAGO BLVD,,,,,,,2e9ecd4cdf8485cb
-83.9630724,42.0121637,574,RIDGE LANE,,,,,,,f14b10c17b45f6e3
-83.9609456,42.0046061,1001,SUNSET DR,,,,,,,99eb1f8359552d82
-83.9514951,42.0070259,306,N VAN BUREN ST,,,,,,,117214d4470b5a73
-83.963253,42.0094161,501,CARRIAGE DR,,,,,,,247ff83946b3aa96
-83.9353678,42.0119812,505,OUTER DR,,,,,,,5c3af0a5e9e1bd0d
-83.9642597,42.0069246,106,N OCCIDENTAL RD,,,,,,,c1a39c5a7a65373e
-83.9614014,42.0046007,20,CAIRNS ST,,,,,,,70d3d09489bf838c
-83.9643822,42.0093958,103,CARRIAGE DR,,,,,,,ac25637882f232c0
-83.9667561,42.0120759,1803,WIND DANCER TRAIL,,,,,,,37d064594fcaf11f
-83.9525905,42.0069491,305,N VAN BUREN ST,,,,,,,1140e62dce44b4e7
-83.9645624,42.0093915,101,CARRIAGE DR,,,,,,,43bf7e9a9707e587
-83.9455562,42.0046758,115,N EVANS ST,,,,,,,dcf98ee1742b26ca
-83.9419911,42.011997,120,HERRICK PK DR,,,,,,,ff01dc5aff441f94
-83.9484283,42.0093057,412,N MAIDEN LANE,,,,,,,84fa37237561967f
-83.9514898,42.00683,304,N VAN BUREN ST,,,,,,,918f2123c6e52a8e
-83.9652314,42.0046707,103,S OCCIDENTAL RD,,,,,,,e9d0adddecfe590e
-83.945371,42.0093341,406,HERMITAGE DR,,,,,,,b6b8041975773436
-83.9258554,42.0121176,507,FAIRWAY COVE,,,,,,,b78fc0c4d5701685
-83.9371898,42.0062501,511,E LOGAN ST,,,,,,,0af25550921806f3
-83.9434846,42.0091779,414,N EVANS ST,,,,,,,db88fcd3aec24dd7
-83.9371272,42.0120155,402,OUTER DR,,,,,,,55993b0c42e6f789
-83.9466145,42.0044191,145,W CHICAGO BLVD,,,,,,,938b1796fc14eb0c
-83.9376483,42.0062255,509,E LOGAN ST,,,,,,,baf609e78a396864
-83.9368962,42.012017,404,OUTER DR,,,,,,,3b629c8cab270f20
-83.9499158,42.0092813,406,N UNION ST,,,,,,,e79f7c2e7208b817
-83.9488431,42.0043987,303,W CHICAGO BLVD,,,,,,,c6249cc7be948f80
-83.9637414,42.0045335,1203,SUNSET DR,,,,,,,5ca2d6ba0f93e649
-83.950757,42.0067149,301,N UNION ST,,,,,,,878551a03ca0867c
-83.9555077,42.0120866,500,SEMINOLE ST,,,,,,,fdf68324aad65eeb
-83.9493836,42.004384,309,W CHICAGO BLVD,,,,,,,a57d10ec503c335c
-83.9381457,42.0067045,212,N WYANDOTTE ST,,,,,,,58c3c95f312c8fcd
-83.9622633,42.0093072,802,CARRIAGE DR,,,,,,,b5751a3c1ceca251
-83.9639989,42.0045291,1205,SUNSET DR,,,,,,,8303dedab8b06a80
-83.9624261,42.0093039,801,CARRIAGE DR,,,,,,,a259314a7edd23a8
-83.9366025,42.0061741,513,E LOGAN ST,,,,,,,8bf541a7d73d1c47
-83.9366651,42.0119906,406,OUTER DR,,,,,,,40d62d1b0d38d8ef
-83.9539951,42.0043938,603,W CHICAGO BLVD,,,,,,,016405bcde75db6e
-83.9453979,42.0092701,404,HERMITAGE DR,,,,,,,98e84e56dc132a70
-83.9644165,42.0045218,108,S OCCIDENTAL RD,,,,,,,0e4c782f04b13000
-83.9373574,42.011984,400,OUTER DR,,,,,,,790d957de372b425
-83.9545838,42.0067009,103,EVANS CREEK DR,,,,,,,aee8d11b12e1cec3
-83.9630675,42.0092994,504,CARRIAGE DR,,,,,,,de60c50be5e3c08f
